包头,x,y,z,状态,休息,采食,活动,爬跨,反刍,其他,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
5,-52,179,-321,300,85,0,10,0,90,0,6,6,6,1,6,6,6,6,6,6,6,6,6,6,1,1,1,1
5,-68,183,-324,300,85,0,10,0,90,0,6,6,6,1,6,6,6,6,6,6,6,6,6,6,1,1,1,1
5,-77,179,-328,300,85,0,10,0,90,0,6,6,6,1,6,6,6,6,6,6,6,6,6,6,1,1,1,1
5,-77,183,-321,300,85,0,10,0,90,0,6,6,6,1,6,6,6,6,6,6,6,6,6,6,1,1,1,1
5,-77,180,-313,300,85,0,10,0,90,0,6,6,6,1,6,6,6,6,6,6,6,6,6,6,1,1,1,1
0,-68,174,-312,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-65,172,-276,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-57,166,-282,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-52,167,-301,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-52,161,-303,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-52,156,-313,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-57,153,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-57,158,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-61,172,-328,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-50,184,-330,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-57,195,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-64,199,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-66,199,-311,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-74,188,-305,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-72,168,-295,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-64,156,-292,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-52,147,-308,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-41,152,-305,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-32,164,-306,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-34,179,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-47,191,-321,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-65,199,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-72,198,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-80,190,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-79,182,-317,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-69,171,-309,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-64,172,-306,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-55,169,-297,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-48,167,-289,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-49,168,-292,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-44,174,-298,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-40,175,-305,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-50,175,-317,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-57,177,-324,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-64,183,-324,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-64,187,-332,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-65,184,-328,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-71,185,-322,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-71,179,-317,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-64,176,-308,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-68,172,-306,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-61,169,-293,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-49,166,-290,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-49,159,-298,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-55,163,-298,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-56,176,-301,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-53,184,-305,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-58,188,-311,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-64,188,-317,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
1,-64,177,-328,50,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-66,168,-330,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-71,167,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-72,168,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-66,172,-306,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-57,179,-296,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-48,184,-298,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-39,184,-303,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-33,179,-301,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-40,176,-313,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-45,174,-319,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-50,179,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-61,190,-321,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-71,204,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-72,201,-313,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-72,199,-308,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-64,191,-305,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-63,172,-292,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-57,163,-289,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-49,168,-298,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-40,179,-305,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-37,183,-308,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-40,184,-316,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-52,179,-321,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-65,182,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
2,-73,185,-321,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-72,191,-317,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-71,196,-314,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-68,195,-305,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-64,192,-298,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-64,182,-287,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-63,175,-288,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-57,174,-298,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-47,176,-303,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-34,183,-309,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-33,188,-319,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-45,191,-319,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-57,192,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-72,192,-321,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-77,191,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-74,184,-312,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-69,177,-308,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-58,177,-295,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-52,174,-288,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-49,180,-296,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-44,179,-301,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-40,179,-308,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-41,177,-317,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-49,179,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-53,184,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
3,-61,188,-328,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-64,190,-325,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-63,184,-317,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-64,179,-309,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-64,184,-306,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-58,184,-289,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-53,185,-288,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-48,188,-292,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-48,184,-303,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-41,176,-308,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-36,168,-319,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-41,176,-327,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-52,184,-321,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-61,188,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-68,192,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-74,187,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-72,182,-310,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-64,176,-306,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-57,169,-292,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-52,163,-297,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-44,169,-301,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-37,180,-304,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-40,177,-317,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-44,176,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-49,177,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
4,-61,179,-327,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-68,185,-322,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-71,192,-317,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-72,188,-311,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-64,188,-308,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-60,179,-296,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-57,171,-292,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-52,167,-298,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-48,172,-305,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-42,172,-308,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-40,177,-314,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-40,187,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-50,191,-325,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-63,185,-332,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-66,183,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-66,179,-317,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-65,177,-308,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-61,175,-304,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-58,169,-297,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-49,176,-293,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-48,180,-297,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-47,179,-305,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-45,175,-313,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-47,174,-314,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-49,174,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
5,-52,176,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,6,6,6,6,6,6,6,6,1,1,1,1
0,-53,179,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-52,199,-296,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-55,192,-311,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-58,188,-312,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-58,187,-309,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-61,176,-305,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-57,167,-297,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-52,161,-297,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-49,168,-301,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-49,179,-301,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-45,179,-313,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-45,188,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-50,184,-322,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-58,180,-327,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-68,183,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-68,184,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-65,176,-322,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-63,179,-312,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-57,176,-301,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-49,176,-296,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-49,179,-298,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-47,175,-304,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-48,176,-312,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-45,175,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
0,-49,176,-329,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-50,176,-322,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-57,183,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-58,184,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-64,185,-317,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-64,179,-308,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-61,183,-308,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-64,177,-295,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-64,175,-292,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-58,171,-301,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-49,172,-304,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-44,172,-313,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-36,176,-314,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-37,183,-322,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-52,188,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-64,179,-327,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-72,184,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-73,185,-314,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-68,183,-312,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-63,176,-305,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-56,175,-296,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-50,175,-296,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-49,172,-303,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-48,168,-306,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-48,167,-313,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
1,-49,171,-319,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-50,177,-321,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-53,183,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-57,190,-322,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-60,191,-319,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-66,187,-314,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-71,182,-308,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-71,176,-305,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-61,167,-288,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-57,167,-296,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-48,169,-304,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-37,172,-305,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-32,175,-319,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-40,179,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-57,175,-328,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-71,175,-335,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-72,179,-328,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-73,188,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-80,179,-319,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-77,184,-308,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-64,184,-293,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-57,187,-285,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-50,188,-292,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-57,175,-304,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-61,167,-317,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
2,-57,151,-324,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
3,-63,140,-320,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
3,-72,127,-322,300,86,0,10,0,90,0,6,1,6,6,6,1,1,6,6,6,6,6,6,6,1,1,1,1
